*,address_raw,city,state,zipcode,unit,property_type,bedrooms,bathrooms,sqft,rent,price_per_sqft,listing_url,K_Q_Overall,B_Q_Overall,Flooring_Q,Paint_Q,Lighting_Q,Window_Q,Appliance_Q,Quality_Score_100,K_Size_1_3,B_Size_1_3,B_Layout,Unit_Size_1_3_Auto,Size_Score_100,C_Balcony_Deck,C_Heating,C_AC,C_Washer_Dryer,C_Parking,C_Dishwasher,C_Microwave,C_Disposal,C_Hardwood,C_Updated_Kitchen,C_Updated_Bath,C_Outdoor_Space,Completeness_Score_100,WalkScore,TransitScore,BikeScore,Location_Score_100,Market_Score,Market_Grade,Luxury_Gap,Rent_per_Score,Opportunity_Flag,Notes,description_text
1,"22160 Center Street, Castro Valley, CA 94546",Castro Valley,CA,94546,,apartment,2,1,900,"$2,724",$3.03,https://sfbay.craigslist.org/eby/apa/d/hayward-private-balcony-patio-2bd-1ba/7922092581.html,3,3,3,3,2,3,3,95.2,,,,2,66.7,Yes,,,No,Yes,Yes,,,No,Yes,Yes,Yes,75.0,71,38,42,55.3,75.5,B,25.0,$36.10,Review,,
1,"1195 Santa Ana Street, San Lorenzo, CA 94580",San Lorenzo,CA,94580,,apartment,2,1,829,"$2,325",$2.80,https://sfbay.craigslist.org/eby/apa/d/san-leandro-san-lorenzo-duplex-rental/7922531033.html,2,,2,2,2,2,2,66.7,,,,2,66.7,,,,No,,Yes,,,Yes,Yes,,,75.0,78,57,53,66.7,69.2,C,25.0,$33.61,Review,,
1,"2020 Kittredge St, Berkeley, CA 94704",Berkeley,CA,94704,,apartment,2,1,,"$3,480",,https://sfbay.craigslist.org/eby/apa/d/berkeley-views-of-the-san-francisco-bay/7920818935.html,3,3,2,3,2,3,3,90.5,,,,,,Yes,,,No,No,Yes,,,No,Yes,Yes,Yes,62.5,99,72,99,90.9,80.1,B,37.5,$43.45,Review,,
1,"2020 Kittredge St, Berkeley, CA 94704",Berkeley,CA,94704,,apartment,2,1,,"$3,480",,https://sfbay.craigslist.org/eby/apa/d/berkeley-wood-style-flooring-workspaces/7922522225.html,3,3,2,3,2,3,3,90.5,,,,,,Yes,,,No,No,Yes,,,No,Yes,Yes,Yes,62.5,99,72,99,90.9,80.1,B,37.5,$43.45,Review,,
1,"2226 Channing Way Apt 5, Berkeley, CA 94704",Berkeley,CA,94704,5,apartment,2,1,,"$3,995",,https://sfbay.craigslist.org/eby/apa/d/berkeley-extra-large-two-bedroom-bath/7922516904.html,2,2,2,2,2,2,2,66.7,,,,,,,,,Yes,No,No,,,No,No,Yes,,33.3,97,70,95,88.5,59.6,C,66.7,$67.00,Review,,
1,385 14th St,Oakland,CA,94606,,apartment,2,1,905,4012,,https://www.redfin.com/CA/Oakland/Atlas/apartment/168796063,3,2,3,3,3,3,3,95.2,2,3,3,3,91.7,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,83.3,100,89,90,94.7,90.8,A,16.7,$44.16,Top-of-market comp,,
1,386 14th St,Oakland,CA,94606,,apartment,2,1,950,4132,,https://www.redfin.com/CA/Oakland/Atlas/apartment/168796063,3,3,3,3,3,3,3,100.0,2,3,3,3,91.7,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,83.3,100,89,90,94.7,92.3,A,16.7,$44.78,Top-of-market comp,,
1,40 Harrison St,Oakland,CA,94607,,apartment,2,1,925,2940,,https://www.redfin.com/CA/Oakland/Channel-House/apartment/192202038,3,3,3,3,3,3,3,100.0,2,3,2,3,83.3,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,No,90.9,96,83,83,89.5,91.8,A,9.1,$32.01,Top-of-market comp,,
1,1311 Magnolia St Unit 1424320P,Oakland,CA,94607,,duplex,2,1,—,5066,,https://www.redfin.com/CA/Oakland/1311-Magnolia-St-94607/unit-1424320P/home/200382646,2,2,3,3,2,2,2,76.2,2,3,2,,77.8,Yes,Yes,,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,81.8,77,72,98,79.7,78.9,B,18.2,$64.21,Review,,
1,5110 Telegraph Ave,Oakland,CA,94609,,apartment,2,1,1199,4541,,https://www.redfin.com/CA/Oakland/5110-Telegraph-Ave-94609/home/175926209,3,3,3,3,3,3,3,100.0,3,3,3,3,100.0,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,No,90.9,98,66,92,87.2,94.7,A,9.1,$47.94,Top-of-market comp,,
1,260 Brooklyn Basin Way,Oakland,CA,NA,,apartment,2,1,1011,3684,,https://www.redfin.com/CA/Oakland/260-Brooklyn-Basin-Way-94606/home/188567319,3,3,3,3,3,3,3,100.0,3,3,3,3,100.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,83.3,60,63,86,66.1,88.2,A,16.7,$41.76,Top-of-market comp,,
1,260 Brooklyn Basin Way,Oakland,CA,NA,,apartment,2,1,1175,4559,,https://www.redfin.com/CA/Oakland/260-Brooklyn-Basin-Way-94606/home/188567319,3,3,3,3,3,3,3,100.0,3,3,3,3,100.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,83.3,60,63,86,66.1,88.2,A,16.7,$51.68,Top-of-market comp,,
1,325 27th St,Oakland,CA,94612,,apartment,2,1,1229,3992,,https://www.redfin.com/CA/Oakland/Hanover-Broadway/apartment/177358266,3,3,3,3,3,3,3,100.0,2,3,3,3,91.7,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,No,90.9,97,73,97,89.8,93.6,A,9.1,$42.67,Top-of-market comp,,
1,325 27th St,Oakland,CA,94612,,apartment,2,1,1151,4130,,https://www.redfin.com/CA/Oakland/Hanover-Broadway/apartment/177358266,3,3,3,3,3,3,3,100.0,2,3,3,3,91.7,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,No,90.9,97,73,97,89.8,93.6,A,9.1,$44.14,Top-of-market comp,,
1,325 27th St,Oakland,CA,94612,,apartment,2,1,1229,4280,,https://www.redfin.com/CA/Oakland/Hanover-Broadway/apartment/177358266,3,3,3,3,3,3,3,100.0,2,3,3,3,91.7,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,No,90.9,97,73,97,89.8,93.6,A,9.1,$45.74,Top-of-market comp,,
1,2330 Webster St,Oakland,CA,94612,,apartment,2,1,968,3730,,https://www.redfin.com/CA/Oakland/2330-Webster-St-94612/home/175925682,3,3,3,3,3,3,3,100.0,2,3,3,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,100.0,99,78,97,92.3,96.8,A,0.0,$38.54,Top-of-market comp,,
1,2330 Webster St,Oakland,CA,94612,,apartment,2,1,1042,3744,,https://www.redfin.com/CA/Oakland/2330-Webster-St-94612/home/175925682,3,3,3,3,3,3,3,100.0,2,3,3,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,100.0,99,78,97,92.3,96.8,A,0.0,$38.68,Top-of-market comp,,
1,2122 Lakeshore Ave,Oakland,CA,94606,,apartment,2,1,"1,500",3795,,https://www.redfin.com/CA/Oakland/2122-Lakeshore-Ave-94606/apartment/1188612,2,2,3,3,2,2,2,76.2,2,2,3,3,83.3,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,58.3,92,62,77,80.0,73.0,B,41.7,$51.97,Review,,
1,3061 Adeline St Unit 3057,Berkeley,CA,94703,,apartment,2,1,—,3395,,https://www.redfin.com/CA/Berkeley/3061-Adeline-St-94703/unit-3057/home/200407877,2,2,3,3,2,3,3,85.7,3,2,2,3,83.3,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,No,Yes,90.0,95,62,98,85.7,86.5,A,10.0,$39.24,Top-of-market comp,,
1,1401 Jackson St,Oakland,CA,94612,,apartment,2,1,760,2845,,https://www.redfin.com/CA/Oakland/Jackson-Courtyard/apartment/177501374,3,3,3,3,2,3,3,95.2,2,2,2,2,66.7,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,No,90.9,98,87,92,93.5,87.9,A,9.1,$32.37,Top-of-market comp,,
1,1401 Jackson St,Oakland,CA,94612,,apartment,2,1,970,3095,,https://www.redfin.com/CA/Oakland/Jackson-Courtyard/apartment/177501374,3,3,3,3,2,3,3,95.2,2,2,2,2,66.7,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,No,90.9,98,87,92,93.5,87.9,A,9.1,$35.22,Top-of-market comp,,
1,219 9th Ave,Oakland,CA,94606,,apartment,2,1,915,2707,,https://www.redfin.com/CA/Oakland/Artizan/apartment/112885464,3,3,3,3,3,3,3,100.0,3,3,3,2,91.7,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,No,90.9,46,58,74,55.2,86.6,A,9.1,$31.24,Top-of-market comp,,
1,540 39th St,Oakland,CA,NA,,apartment,2,1,883,3295,,https://www.redfin.com/CA/Oakland/MacArthur-Commons/apartment/143116143,3,3,3,3,3,3,3,,2,2,3,2,75.0,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,No,90.9,95,73,99,89.2,85.9,A,9.1,$38.37,High-location / low-quality opportunity,,
1,4801 Shattuck Ave,Oakland,CA,94609,,apartment,2,1,834,3119,,https://www.redfin.com/CA/Oakland/4801-Shattuck-Ave-94609/apartment/143116208,3,3,3,3,3,3,3,,3,2,3,2,83.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,91.7,98,68,93,88.0,88.2,A,8.3,$35.35,High-location / low-quality opportunity,,
1,4801 Shattuck Ave,Oakland,CA,94609,,apartment,2,1,899,3220,,https://www.redfin.com/CA/Oakland/4801-Shattuck-Ave-94609/apartment/143116208,3,3,3,3,3,3,3,,3,2,3,2,83.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,91.7,98,68,93,88.0,88.2,A,8.3,$36.49,High-location / low-quality opportunity,,
1,1411 Alice St,Oakland,CA,94612,,apartment,2,1,777,2715,,https://www.redfin.com/CA/Oakland/Alice-House/apartment/172809958,3,3,3,3,3,3,3,,2,3,2,2,75.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,91.7,99,88,91,94.1,87.6,A,8.3,$30.99,High-location / low-quality opportunity,,
1,302 Newton Ave Unit 302,Oakland,CA,94606,,apartment,2,1,900,3300,,https://www.redfin.com/CA/Oakland/302-Newton-Ave-94606/unit-302/apartment/190826210,2,3,3,3,2,3,3,,2,3,2,2,75.0,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,100.0,92,63,75,79.9,87.1,A,0.0,$37.88,High-location / low-quality opportunity,,
1,3920 Quigley St,Oakland,CA,94619,,apartment,2,1,850,3275,,https://www.redfin.com/CA/Oakland/3920-Quigley-St-94619/home/747484,3,3,3,3,,3,3,,3,3,3,2,91.7,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,90.9,91,51,71,75.0,86.6,A,9.1,$37.83,High-location / low-quality opportunity,,
1,1126 Hampel St,Oakland,CA,94602,,apartment,2,1,"1,030",3100,,https://www.redfin.com/CA/Oakland/1126-Hampel-St-94602/home/1117583,2,2,2,3,3,3,2,,3,2,3,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,100.0,81,54,52,67.1,88.2,A,0.0,$35.14,Top-of-market comp,,
1,601 Oakland Ave,Oakland,CA,94611,,apartment,2,1,"1,081",3095,,https://www.redfin.com/CA/Oakland/601-Oakland-Ave-94611/apartment/1328398,2,2,2,3,2,3,2,,2,3,2,3,83.3,Yes,Yes,No,Yes,,Yes,No,,Yes,Yes,Yes,No,70.0,88,53,68,73.5,74.8,B,30.0,$41.37,Review,,
1,1062 55th St Unit A,Oakland,CA,94608,,apartment,2,1,"1,100",2995,,https://www.redfin.com/CA/Oakland/1062-55th-St-94608/unit-A/apartment/200026044,3,3,3,3,2,2,3,,3,2,2,3,83.3,No,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,88.9,93,60,98,84.1,85.9,A,11.1,$34.85,High-location / low-quality opportunity,,
1,1130 3rd Ave,Oakland,CA,94606,,apartment,2,1,900,2765,,https://www.redfin.com/CA/Oakland/ReNew-on-Merritt/apartment/180278653,3,3,3,3,2,3,3,,2,2,2,3,75.0,Yes,Yes,Yes,No,,Yes,No,No,Yes,Yes,Yes,No,63.6,92,74,97,87.6,73.7,B,36.4,$37.50,High-location / low-quality opportunity,,
1,95 Linda Ave,Piedmont,CA,94611,,apartment,2,1,—,2895,,https://www.redfin.com/CA/Piedmont/95-Linda-Ave-94611/apartment/1242578,2,2,2,3,2,3,3,,2,2,2,2,66.7,Yes,Yes,,No,,No,No,Yes,No,Yes,Yes,No,50.0,96,51,57,74.7,61.8,C,50.0,$46.83,Review,,
1,2049 41st Ave,Oakland,CA,94601,,apartment,2,1,"1,200",2850,,https://www.redfin.com/CA/Oakland/2049-41st-Ave-94601/home/1727676,3,2,3,3,2,3,3,,3,3,3,3,100.0,,Yes,No,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,No,80.0,83,60,59,71.3,83.2,B,20.0,$34.24,Review,,
2,1124 Hampel St,Oakland,CA,94602,,,2,1,"1,030",3100,,https://www.redfin.com/CA/Oakland/1124-Hampel-St-94602/home/200355308,2,2,2,3,,2,3,,2,2,2,2,2,Yes,Yes,No,Yes,Yes,Yes,,Yes,No,Yes,Yes,Yes,81.8,,,,0.0,35.6,D,18.2,$86.99,Review,,
2,3101 Mabel St,Berkeley,CA,94702,,,2,1,650,3050,,https://www.redfin.com/CA/Berkeley/3101-Mabel-St-94702/apartment/1526370,2,3,3,3,2,3,3,90.5,2,2,3,2,75.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,83.3,,,,0.0,67.1,C,16.7,$45.43,Review,,
2,3205 California St Apt D,Berkeley,CA,94703,,,2,1,750,2895,,https://www.redfin.com/CA/Berkeley/3205-California-St-94703/unit-D/home/200381237,2,2,2,2,3,2,3,76.2,2,2,2,2,66.7,No,Yes,,No,,No,No,,No,Yes,Yes,No,33.3,,,,0.0,46.2,D,66.7,$62.68,Feature-completeness gap,,
2,257 Athol Ave Unit 6,Oakland,CA,94606,,,2,1,600,2850,,https://www.redfin.com/CA/Oakland/257-Athol-Ave-94606/unit-6/apartment/196344785,2,2,2,3,2,2,3,76.2,2,2,2,2,66.7,No,Yes,No,No,,Yes,No,,No,Yes,Yes,No,40.0,,,,0.0,48.2,D,60.0,$59.14,Feature-completeness gap,,
2,528 Merritt Ave Unit 208 LU,Oakland,CA,94610,,,2,1,"1,063",2850,,https://www.redfin.com/CA/Oakland/528-Merritt-Ave-94610/unit-208-LU/apartment/200871853,2,2,,3,3,2,,80.0,2,2,2,3,75.0,Yes,Yes,,No,Yes,No,No,,Yes,Yes,Yes,Yes,70.0,,,,0.0,60.0,C,30.0,$47.50,Review,,
2,245 Lee St,Oakland,CA,94610,,,2,1,700,2488,,https://www.redfin.com/CA/Oakland/Lee-Haus/apartment/1909856,2,2,2,3,2,2,3,76.2,2,2,2,3,75.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,Yes,No,72.7,,,,0.0,59.7,C,27.3,$41.69,Review,,
2,671 Vernon St,Oakland,CA,94610,,,2,1,756,2650,,https://www.redfin.com/CA/Oakland/671-Vernon-St-94610/apartment/526408,2,2,2,3,2,2,2,71.4,2,2,,2,66.7,No,Yes,No,No,,No,No,,No,No,Yes,No,20.0,,,,0.0,40.8,D,80.0,$65.01,Feature-completeness gap,,
2,401 Derby Ave,Oakland,CA,94601,,,2,1,962,2631,,https://www.redfin.com/CA/Oakland/401-Derby-Ave-94601/apartment/143116385,3,3,3,3,3,3,3,100.0,3,2,3,3,91.7,No,Yes,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,No,72.7,,,,0.0,70.2,B,27.3,$37.50,Review,,
2,1801 Jefferson St,Oakland,CA,94612,,,2,1,874,2780,,https://www.redfin.com/CA/Oakland/Bell-Uptown-District/apartment/112885465,3,3,2,3,3,2,3,90.5,2,3,3,2,83.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,100.0,,,,0.0,73.8,B,0.0,$37.66,Review,,
2,3567 Davis St,Oakland,CA,94601,,,2,1,800,2800,,https://www.redfin.com/CA/Oakland/3567-Davis-St-94601/home/1041098,2,2,2,2,2,2,3,71.4,2,2,2,2,66.7,No,Yes,No,Yes,,Yes,Yes,Yes,No,Yes,Yes,,70.0,,,,0.0,55.8,C,30.0,$50.21,Review,,
2,225 Clifton St,Oakland,CA,94618,,,2,1,900,2800,,https://www.redfin.com/CA/Oakland/The-Clifton/apartment/112885369,2,2,2,3,2,2,3,76.2,2,2,2,2,66.7,Yes,Yes,,No,,No,No,,No,Yes,Yes,Yes,55.6,,,,0.0,52.9,D,44.4,$52.97,Review,,
2,1220 Haskell St Unit A,Berkeley,CA,94702,,,2,1,900,2800,,https://www.redfin.com/CA/Berkeley/1220-Haskell-St-94702/unit-A/home/196811450,2,2,2,2,2,2,2,66.7,2,2,2,2,66.7,,Yes,No,No,Yes,No,No,,No,Yes,,,37.5,,,,0.0,44.6,D,62.5,$62.80,Review,,
2,1431 Linden St Unit B LU,Oakland,CA,94607,,,2,1,—,2800,,https://www.redfin.com/CA/Oakland/1431-Linden-St-94607/unit-B-LU/apartment/201403119,2,2,2,2,2,2,2,66.7,3,3,2,2,83.3,Yes,Yes,,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,81.8,,,,0.0,61.2,C,18.2,$45.74,Review,,
2,425 Van Dyke Ave,Oakland,CA,94606,,,2,1,"1,000",2750,,https://www.redfin.com/CA/Oakland/Van-Dyke-Apartments/apartment/1096025,2,2,3,2,2,2,2,71.4,3,2,2,3,83.3,Yes,Yes,No,No,Yes,Yes,No,,Yes,Yes,Yes,Yes,72.7,,,,0.0,59.9,C,27.3,$45.90,Review,,
2,307 Lee St Unit 05,Oakland,CA,94610,,,2,1,975,2695,,https://www.redfin.com/CA/Oakland/307-Lee-St-94610/unit-05/apartment/191960643,2,1,3,2,2,2,2,66.7,3,2,2,2,75.0,No,Yes,,No,,Yes,No,,Yes,Yes,Yes,No,55.6,,,,0.0,51.7,D,44.4,$52.16,Review,,
2,3205 California St Apt E,Berkeley,CA,94703,,,2,1,795,2695,,https://www.redfin.com/CA/Berkeley/3205-California-St-94703/unit-E/home/201402886,2,,2,2,2,2,2,66.7,2,2,2,2,66.7,No,Yes,,,,No,No,,No,No,,,16.7,,,,0.0,38.3,D,83.3,$70.30,Review,,
2,282 38th St Unit 3,Oakland,CA,94611,,,2,1,860,2680,,https://www.redfin.com/CA/Oakland/282-38th-St-94611/unit-3/apartment/191542654,1,2,2,2,2,2,2,61.9,2,2,2,2,66.7,Yes,Yes,,No,No,Yes,No,,Yes,No,Yes,Yes,60.0,,,,0.0,49.9,D,40.0,$53.70,Review,,
2,281 MacArthur Blvd,Oakland,CA,94610,,,2,1,900,2580,,https://www.redfin.com/CA/Oakland/281-MacArthur-Blvd-94610/apartment/526441,3,3,2,3,3,2,3,90.5,2,2,2,2,66.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,No,Yes,Yes,Yes,90.9,,,,0.0,67.7,C,9.1,$38.08,Review,,
2,1614 Campbell St,Oakland,CA,94607,,,2,1,840,2629,,https://www.redfin.com/CA/Oakland/Lampwork-Lofts/apartment/95474922,2,2,2,3,2,2,3,76.2,3,2,2,2,75.0,Yes,Yes,Yes,No,Yes,No,No,,No,Yes,Yes,,60.0,,,,0.0,55.9,C,40.0,$47.07,Review,,
2,1510 Webster St,Oakland,CA,94612,,,2,1,600,2175,,https://www.redfin.com/CA/Oakland/1510-Webster-St-94612/home/172809943,3,2,3,3,3,3,3,95.2,2,2,2,2,66.7,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,90.9,,,,0.0,69.2,C,9.1,$31.44,Review,,
,180 3rd St,Oakland,CA,94607,,apartment,2,2,1143,3667,,https://www.redfin.com/CA/Oakland/Fourth-Street-East/apartment/195166406,3,3,3,3,3,3,3,100.0,3,2,3,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,91.7,,,,0.0,75.8,B,8.3,$48.36,Review,,
,37 8th Ave,Oakland,CA,94606,,apartment,2,2,1120,3597,,https://www.redfin.com/CA/Oakland/37-8th-Ave-94606/home/167195505,3,3,3,3,3,3,3,100.0,3,2,3,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,91.7,,,,0.0,75.8,B,8.3,$47.43,Review,,
,37 8th Ave,Oakland,CA,94606,,apartment,2,2,1146,3722,,https://www.redfin.com/CA/Oakland/37-8th-Ave-94606/home/167195505,3,3,3,3,3,3,3,100.0,3,2,3,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,91.7,,,,0.0,75.8,B,8.3,$49.08,Review,,
,37 8th Ave,Oakland,CA,94606,,apartment,2,2,1161,3802,,https://www.redfin.com/CA/Oakland/37-8th-Ave-94606/home/167195505,3,3,3,3,3,3,3,100.0,3,2,3,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,91.7,,,,0.0,75.8,B,8.3,$50.14,Review,,
,37 8th Ave,Oakland,CA,94606,,apartment,2,2,1311,4195,,https://www.redfin.com/CA/Oakland/37-8th-Ave-94606/home/167195505,3,3,3,3,3,3,3,100.0,3,2,3,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,91.7,,,,0.0,75.8,B,8.3,$55.32,Review,,
,37 8th Ave,Oakland,CA,94606,,apartment,2,2,1121,4242,,https://www.redfin.com/CA/Oakland/37-8th-Ave-94606/home/167195505,3,3,3,3,3,3,3,100.0,3,2,3,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,91.7,,,,0.0,75.8,B,8.3,$55.94,Review,,
,37 8th Ave,Oakland,CA,94606,,apartment,2,2,1170,4293,,https://www.redfin.com/CA/Oakland/37-8th-Ave-94606/home/167195505,3,3,3,3,3,3,3,100.0,3,2,3,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,91.7,,,,0.0,75.8,B,8.3,$56.61,Review,,
,3093 Broadway,Oakland,CA,94611,,apartment,2,2,1121,3887,,https://www.redfin.com/CA/Oakland/3093-Broadway-94611/home/112888778,3,3,3,3,3,3,3,100.0,2,3,3,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,91.7,,,,0.0,75.8,B,8.3,$51.26,Review,,
,3093 Broadway,Oakland,CA,94611,,apartment,2,2,1121,3912,,https://www.redfin.com/CA/Oakland/3093-Broadway-94611/home/112888778,3,3,3,3,3,3,3,100.0,2,3,3,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,91.7,,,,0.0,75.8,B,8.3,$51.59,Review,,
,3093 Broadway,Oakland,CA,94611,,apartment,2,2,1121,4017,,https://www.redfin.com/CA/Oakland/3093-Broadway-94611/home/112888778,3,3,3,3,3,3,3,100.0,2,3,3,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,91.7,,,,0.0,75.8,B,8.3,$52.97,Review,,
,3093 Broadway,Oakland,CA,94611,,apartment,2,2,1121,3952,,https://www.redfin.com/CA/Oakland/3093-Broadway-94611/home/112888778,3,3,3,3,3,3,3,100.0,2,3,3,3,91.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,91.7,,,,0.0,75.8,B,8.3,$52.11,Review,,
,1150 Clay St,Oakland,CA,94607,,apartment,2,1.5,1080,3365,,https://www.redfin.com/CA/Oakland/1150-Clay-St-94607/home/178751086#overview,3,3,3,3,3,3,3,100.0,3,3,3,3,100.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,75.0,,,,0.0,72.5,B,25.0,$46.41,Review,,
,219 9th Ave,Oakland,CA,94606,,apartment,2,2,1040,2989,,https://www.redfin.com/CA/Oakland/Artizan/apartment/112885464,3,3,3,3,3,3,3,100.0,3,3,3,2,91.7,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,No,90.9,,,,0.0,75.6,B,9.1,$39.53,Review,,
,4801 Shattuck Ave,Oakland,CA,94609,,apartment,2,2,1078,3318,,https://www.redfin.com/CA/Oakland/4801-Shattuck-Ave-94609/apartment/143116208,3,3,3,3,3,3,3,,3,2,3,2,83.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,91.7,,,,0.0,63.1,C,8.3,$52.59,Review,,
,1411 Alice St,Oakland,CA,94612,,apartment,2,2,913,3315,,https://www.redfin.com/CA/Oakland/Alice-House/apartment/172809958,3,3,3,3,3,3,3,,3,3,3,3,100.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,91.7,,,,0.0,67.9,C,8.3,$48.85,Review,,
,500 William St,Oakland,CA,94612,,apartment,2,2,1085,2947,,https://www.redfin.com/CA/Oakland/The-Uptown/apartment/190571155,2,2,3,3,2,,2,,3,,3,3,100.0,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,81.8,,,,0.0,63.6,C,18.2,$46.31,Review,,
,3815 Harrison St Unit 203,Oakland,CA,94611,,apartment,2,2,"1,200",2950,,https://www.redfin.com/CA/Oakland/3815-Harrison-St-94611/unit-203/apartment/189148052,2,2,3,2,2,3,2,,3,2,3,3,91.7,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,66.7,,,,0.0,54.8,D,33.3,$53.87,Review,,
,9360 Mountain Blvd Unit 1305212P,Oakland,CA,94606,,,2,2,1245,3995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,254 29th St Unit 1310765P,Oakland,CA,94611,,,2,1,"1,097",4757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4510 Hubbard St,Emeryville,CA,NA,,,2,1,"1,141-1,187",4092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,240 W MacArthur Blvd,Oakland,CA,94611,,,2,1,"1,193-1,197",3822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,125 2nd St,Oakland,CA,94607,,,2,1,"1,281",4108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2302 Valdez St,Oakland,CA,94612,,,2,1,"1,051",3948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1401 Park Ave,Emeryville,CA,94608,,,2,1,"1,245",4028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100 Grand Ave,Oakland,CA,94612,,,2,1,"1,362",3988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3015 San Pablo Ave,Berkeley,CA,94702,,,2,1,"1,012-1,155",3812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
